Property_ID,Location,Type,Price,Bedrooms,Bathrooms,Size_sqft,Year_Built,Sold,Date_Added,Agent_ID,Parking_Spaces,HOA_Fees,Lot_Size_acres,Energy_Rating,Days_on_Market
P-29557,North Katiechester,Condo,540898,3,2,4414,1993,0,2022-02-04,3771cdfc,1,386.86,1.67,2,64
P-29558,Bryantview,Apartment,905331,4,2,1150,1915,0,2021-12-24,348f734c,0,118.4,4.97,4,235
P-29559,New Anthonyside,House,593589,2,4,1166,1917,1,2022-08-19,1331ae94,1,122.99,3.27,3,47
P-29560,Tamimouth,Condo,928749,4,3,1782,1979,1,2023-03-27,83340d0c,0,478.48,1.43,4,453
P-29561,Prestontown,House,1008191,1,1,3433,1930,0,2021-12-07,062eed33,0,38.93,1.46,4,462
P-29562,Joshuahaven,Apartment,162359,1,1,4289,1954,0,2023-09-06,6520437d,1,320.4,3.7,3,209
P-29563,Stevenborough,Condo,420133,1,1,717,1948,0,2024-10-05,7cb07a9d,2,455.59,1.25,5,641
P-29564,Port Rodneyside,House,480522,4,3,3944,2003,1,2022-10-15,5168dd03,4,460.96,4.88,5,103
P-29565,Thomasville,Apartment,252711,5,2,1107,2000,0,2022-04-08,7fe59dc0,3,174.13,1.5,5,308
P-29566,Lake Garychester,Apartment,480991,1,1,798,1996,1,2022-12-23,83a4c82f,3,389.14,4,5,73
P-29567,Port Joyshire,House,314221,1,3,1208,1990,0,2022-08-17,058479ef,4,492.97,0.51,3,605
P-29568,Brownchester,Apartment,870052,4,2,4061,1902,1,2022-04-20,f95f12f2,1,74.17,2.64,3,88
P-29569,Clarkview,Apartment,370130,1,1,865,2017,0,2023-12-22,a928cd2b,4,82.81,3.85,5,435
P-29570,Kristenton,Apartment,246588,2,1,2858,1989,0,2022-08-18,70bf3cf5,4,310.38,1.44,5,421
P-29571,West Laura,Apartment,74892,5,1,2050,1928,0,2022-12-12,12b80edb,1,364.13,0.45,1,287
P-29572,Ruizshire,Apartment,698583,5,4,2499,2022,0,2022-06-01,e2700b73,3,457.74,3.58,1,577
P-29573,New Timothyshire,Apartment,235580,2,1,1948,1910,0,2023-10-26,6ca0d9c7,5,182.63,4.51,3,170
P-29574,Mannstad,Condo,383674,3,2,1726,1905,1,2023-11-22,14cdd4e1,2,367.15,2.72,1,91
P-29575,Kathleenstad,House,165359,2,1,1252,1909,0,2022-10-07,b562ac79,2,452.03,3.99,1,449
P-29576,West Brian,House,587417,1,2,4649,1968,0,2023-03-24,388e87a5,0,66.96,1.89,4,330
P-29577,East Kimberly,Condo,891117,4,1,3445,1968,1,2024-10-02,ffd15dde,5,29.81,0.19,1,657
P-29578,West Brittany,House,979358,5,4,3102,1933,0,2022-08-23,394def9a,3,98.93,1.06,4,112
P-29579,Melissaborough,Condo,278992,5,1,1026,2022,0,2024-09-30,7aae96e0,1,199.27,3.58,3,675
P-29580,Port Vanessa,House,999986,1,2,2502,1979,0,2022-11-09,dd1a0a0c,3,87.04,0.73,2,62
P-29581,Wendyfurt,Apartment,986182,4,1,1036,1944,1,2022-07-25,aecd4fb8,2,141.1,3.79,1,48
P-29582,Teresaport,House,804902,5,3,1247,2000,0,2023-07-26,3b805011,0,199.99,0.22,1,607
P-29583,Danafurt,Apartment,343407,5,4,2340,1962,0,2024-06-23,593673a6,2,228.6,2.65,2,504
P-29584,Smithshire,Condo,903665,5,3,4138,1918,0,2024-02-13,3f8208ac,5,357.66,4.09,5,397
P-29585,Lake Vernonfurt,House,662140,5,4,2450,1914,1,2024-09-27,9a8a5730,0,223.49,0.67,1,421
P-29586,North Jennifer,Condo,524643,2,2,3468,2001,1,2024-03-03,a42a7c0f,5,482.58,1.44,3,692
P-29587,Brianview,Condo,372623,5,4,1169,1982,1,2022-04-20,d44cba8a,3,211.61,3.68,5,318
P-29588,Lake Susanburgh,Apartment,616946,2,1,1018,2023,0,2024-07-10,14fe8f04,5,175.73,0.92,4,19
P-29589,West Haroldport,Condo,972617,1,3,4196,1974,1,2024-05-08,af1d61b9,4,56.04,0.14,3,131
P-29590,Port Jeffreymouth,Apartment,461614,2,3,1934,1988,0,2022-12-03,3b88a59a,3,245.57,3.17,3,293
P-29591,South Drewchester,House,322181,4,1,1971,1910,0,2023-12-07,17c9f6c6,4,0.55,0.67,1,359
P-29592,Crosbyborough,Apartment,776945,2,3,2165,2013,1,2021-12-15,5e8f1ae6,1,263.4,1.59,1,161
P-29593,East Rachel,Condo,401409,5,3,765,1953,1,2023-12-12,7e60b45d,2,149.65,4.69,2,559
P-29594,Crystalport,Apartment,271678,2,1,3321,1917,1,2023-03-08,98e36761,5,37.66,1.55,5,217
P-29595,Baileyhaven,House,571108,4,2,729,2007,1,2022-06-19,ff8e42d5,1,376.34,4.72,1,475
P-29596,West Meredithmouth,House,254283,2,4,2836,1933,0,2024-02-06,f51b2d64,0,369.9,1.76,4,482
P-29597,Jaclynberg,Condo,680201,5,3,1385,1940,0,2023-09-03,de7a56f7,4,410.92,3.14,3,524
P-29598,Amandaborough,House,881975,4,4,540,1920,1,2023-07-28,c6dfeeb7,3,81.27,3,4,246
P-29599,South Edward,House,582890,1,2,2813,1953,0,2023-09-09,1cb45dc3,3,133.52,1.21,5,380
P-29600,Simpsonport,House,1035846,5,1,4162,1962,0,2024-06-02,e8e66f2f,1,443.18,0.36,4,704
P-29601,North Rebecca,House,421988,4,2,805,1900,0,2024-07-27,53c388d7,2,361.08,2.26,3,229
P-29602,Myersmouth,Condo,974082,2,2,1352,1950,1,2023-11-14,98ab1eb4,0,103.57,0.34,5,368
P-29603,Keithside,House,934187,1,3,1390,1957,1,2023-04-03,11d347c4,5,200.49,3.55,1,444
P-29604,Jamesview,Apartment,192751,1,1,4381,1986,0,2022-02-28,19942506,0,284.67,2.33,4,721
P-29605,Antonioside,Condo,668272,2,1,4383,2001,1,2023-11-21,8c50b81d,4,294.81,3.04,1,639
P-29606,West Sarahside,House,204330,1,1,3108,1977,1,2024-10-15,3421580d,3,123.25,2.43,4,328
P-29607,Gordonfort,House,305643,3,4,2587,1902,0,2022-09-06,eb91df74,0,288.22,4.67,2,179
P-29608,North Lisabury,Apartment,293652,3,3,4575,1960,1,2024-10-02,67a54512,3,247.58,4.01,1,660
P-29609,Tiffanyville,Condo,403323,1,2,2449,1909,0,2022-02-13,0a0f73fa,4,2.71,0.25,1,204
P-29610,Shawnville,Apartment,267638,5,3,2652,1969,0,2024-05-02,25be3d82,4,246.45,4.69,2,231
P-29611,Hensleybury,Apartment,109362,2,4,2665,1967,0,2023-10-29,56fec22f,2,363.86,2.22,4,71
P-29612,Bushfort,House,878549,5,1,1644,1957,1,2023-08-30,a9f8cc4b,1,360.7,4.42,3,403
P-29613,South Heatherton,House,468092,1,4,4343,1937,1,2024-01-27,802476ea,2,226.04,0.84,1,74
P-29614,Mendozaborough,House,495567,1,2,1594,1996,0,2022-07-29,5fcc57be,0,145.41,4.9,2,539
P-29615,Robertmouth,Apartment,646121,3,3,3599,1948,0,2021-11-22,2141877a,0,358.86,0.96,4,89
P-29616,Khanmouth,House,435968,4,1,4472,1956,1,2023-02-16,6f842399,5,256.23,2.74,1,16
P-29617,Kaisertown,House,460567,1,1,543,1917,0,2022-06-07,40532f4e,4,123.3,1.67,1,402
P-29618,Lauriechester,Condo,391913,2,2,2445,1907,1,2022-03-10,62499fb2,4,54.19,3.51,2,280
P-29619,Deckerfort,House,904745,3,3,3425,1916,0,2022-11-22,ecfdf380,0,40.79,0.23,3,547
P-29620,Robynstad,House,968785,5,1,1946,1979,1,2024-10-12,95e25328,0,351.91,0.54,5,221
P-29621,Jonesside,House,1005291,2,1,634,1912,0,2024-05-02,18350a2f,2,332.68,4.38,5,390
P-29622,Robinville,Condo,748813,3,1,673,1921,0,2024-07-23,c767cf00,1,279.94,1.21,4,427
P-29623,Matthewstad,Condo,396312,2,2,4878,1994,1,2023-10-17,231cde99,0,160.46,0.17,3,563
P-29624,West James,Apartment,482389,4,3,4003,1916,1,2022-09-21,cb76020f,3,477.17,3.73,1,193
P-29625,Kevinmouth,House,966779,2,1,1210,1962,1,2023-04-26,ba0cb57e,3,125.9,0.7,2,525
P-29626,South Shelly,House,460006,2,2,2717,1963,1,2023-03-20,8cafd4bf,3,215.39,2.24,4,596
P-29627,New Jamesfort,Apartment,798351,4,3,2138,1926,1,2022-09-21,4e9e10f8,2,145.91,3.88,5,436
P-29628,New Sharon,Apartment,562332,2,4,1821,1922,0,2023-05-18,9f9b354d,1,278.82,1.88,1,498
P-29629,Dunnmouth,House,734945,4,1,4356,1992,0,2022-05-21,b91b43c8,1,460.38,2.76,4,420
P-29630,New Carolynton,Condo,753219,4,4,836,2006,0,2023-02-21,a5b68ae2,5,445.13,3.4,1,163
P-29631,Grahamville,Condo,706891,1,1,1656,2011,1,2022-12-07,ffeaff1c,0,471.71,4.2,1,716
P-29632,Lake Debra,House,326463,2,3,3820,1985,0,2024-01-10,e7756e4a,1,230.49,3.78,4,661
P-29633,Huntside,House,340183,2,3,4848,1984,0,2023-08-01,5cfb6b55,5,171.73,2.54,1,127
P-29634,Davidton,Condo,338951,2,2,1121,2018,1,2021-12-08,c15336fe,1,339.55,1.01,5,418
P-29635,West Gary,House,677667,2,1,3757,1994,0,2022-11-02,9f484b46,1,120.49,1.52,5,167
P-29636,South Adam,Condo,174369,5,1,1279,1914,1,2023-12-24,ef40a098,4,39.36,2.98,1,273
P-29637,Sherriton,Condo,295665,4,1,1403,1981,0,2022-12-16,655d4099,0,398.43,2.52,3,494
P-29638,Hernandezburgh,Condo,667960,5,1,1687,1987,1,2022-09-20,035faaee,5,482.27,2.58,4,171
P-29639,Port Vanessa,Condo,916370,4,3,3313,1978,1,2024-09-29,5e3373c1,4,228.19,3.53,5,262
P-29640,South Joseph,Apartment,714306,3,4,3778,1907,1,2024-10-13,f722a134,1,282.12,1.99,4,241
P-29641,West Jodyview,Condo,697518,2,1,2313,1922,1,2023-11-03,8c30a409,4,16.21,0.31,4,724
P-29642,Amandaland,Condo,159220,2,3,2250,1943,0,2022-02-03,0e96cca4,2,442.71,2.59,4,628
P-29643,Port Karen,House,864892,5,3,1980,2016,0,2023-11-11,06c70cb8,5,182.95,3.04,1,184
P-29644,Jamieville,Condo,837867,3,1,4044,1931,0,2023-04-15,d2d7a498,0,286.35,4.19,1,720
P-29645,Matthewfurt,Condo,974582,3,2,2406,1919,1,2023-07-29,13fc4dca,3,490.73,2.72,5,374
P-29646,New Andrew,Condo,414602,1,3,609,1968,1,2024-04-05,6b8740fb,3,38.23,4.31,3,368
P-29647,South Carmen,House,1012823,1,4,4467,1942,0,2024-07-01,4542fa35,3,61.88,0.87,2,576
P-29648,South Mariah,Condo,383940,5,3,3098,1968,1,2022-03-16,e2102d41,0,427.77,2.84,3,328
P-29649,Travisville,Condo,536374,2,1,4237,1935,1,2022-12-03,cf02a471,0,325.67,1.07,2,241
P-29650,New Dawn,Condo,727018,1,4,4852,1927,1,2024-11-02,52eddc4f,1,53.04,2,4,416
P-29651,East Emilytown,House,742241,1,2,4493,1972,0,2023-09-18,df885424,4,129.13,1.39,1,696
P-29652,South Cindyton,House,246231,4,4,2523,2017,1,2024-09-25,79759219,1,65.03,2.3,5,286
P-29653,Nelsonville,House,764064,1,2,655,2006,1,2024-03-20,b8907bd1,3,451.09,0.88,5,687
P-29654,West Jeremymouth,Apartment,109920,5,1,4968,1935,1,2022-07-01,a2b402cc,4,462.3,4.28,2,218
P-29655,South Meghan,Apartment,434831,5,2,1861,1900,1,2021-12-13,65edbbb9,5,311.26,3.71,5,33
P-29656,Jacksonton,Condo,87542,1,3,3515,1931,1,2024-05-12,314bb3f7,0,257.58,1.5,2,307
P-29657,West Danielside,Condo,569530,2,2,4165,2020,1,2022-10-15,bf8a4467,1,233.88,1.92,4,678
P-29658,Lake Dianaborough,House,196899,1,4,1936,1951,0,2024-05-08,f80fa7d4,1,112.17,0.27,4,397
P-29659,Stephensonmouth,Apartment,262568,1,4,4453,1951,0,2024-10-26,36fa9df2,2,188.71,1.58,1,308
P-29660,North Matthew,Condo,199913,1,4,610,2004,1,2024-11-13,45a0988d,4,294.38,4.79,2,544
P-29661,Priceside,House,795128,5,2,1915,1915,0,2024-09-22,863a7cdf,5,38.66,1.01,1,702
P-29662,West Linda,Condo,732849,1,1,4405,1998,0,2021-12-05,408a60bd,1,461.86,1.74,3,434
P-29663,Johnfurt,Condo,258185,4,1,1442,2017,1,2022-01-28,92eac3a0,1,337.42,2.38,1,695
P-29664,Rileyborough,Apartment,952212,3,3,4720,1927,1,2023-03-21,16d3b0dd,4,338.69,4.58,4,32
P-29665,Port Alison,Condo,833966,4,2,3681,1912,0,2024-07-14,573b4726,2,238.89,2.44,2,571
P-29666,North Kevinfurt,House,899643,2,4,3730,1940,1,2024-04-24,cf7ae21b,3,183.64,1.03,1,721
P-29667,Port Courtneyborough,Apartment,328858,4,2,4036,1977,1,2024-04-26,785797d7,2,395.98,0.12,2,100
P-29668,Hickmanville,Condo,608991,2,4,2605,2004,1,2023-03-29,b4822a79,1,47.63,4.56,3,363
P-29669,Rodriguezchester,Condo,416366,3,1,2204,1938,1,2023-01-20,bc2364ee,1,348.17,4.51,4,257
P-29670,North Makayla,Condo,493966,5,4,1102,1974,0,2023-01-22,773b8fe2,2,118.06,2.22,3,627
P-29671,Oliviamouth,Apartment,844625,2,3,3571,1997,0,2024-01-22,21bb24bd,1,185.66,2.19,1,37
P-29672,Jessicafurt,Condo,222476,5,2,3995,1967,1,2022-02-12,a26b5d53,0,296.84,1.28,5,550
P-29673,Scottport,House,299845,4,3,1292,1901,1,2023-03-14,f015df97,5,351.46,4.84,4,677
P-29674,Gibbsside,House,319337,4,1,2657,1987,1,2024-11-06,462d18df,1,2.5,4.9,2,654
P-29675,Cranefurt,Apartment,886736,4,4,981,1940,0,2023-03-07,9c30831a,3,319.73,3.82,1,721
P-29676,West Traceyton,Condo,516142,1,3,2884,1905,0,2022-06-14,6339e42a,4,455.72,0.71,1,696
P-29677,South Lisa,Apartment,611734,4,2,2246,1922,1,2023-03-25,d958e0ba,2,13.92,0.44,5,165
P-29678,Williamsmouth,Condo,513358,5,4,3459,1974,1,2023-12-25,20894bdc,4,65.36,3.01,4,348
P-29679,South Robertafort,House,1040552,1,2,4225,1908,1,2022-11-23,4f851905,4,68.85,4.48,5,92
P-29680,North Kevinland,House,746696,3,2,1141,2010,0,2021-12-01,2641aa25,2,206.68,1.56,5,256
P-29681,Hendersonburgh,House,637096,4,2,1336,1914,1,2023-02-20,340194a2,2,109.37,0.95,1,404
P-29682,Griffithland,Condo,517805,1,2,847,1975,1,2024-05-19,376fcb0b,0,390.62,1.06,2,713
P-29683,Mannstad,House,1000472,4,4,1369,2015,0,2023-01-05,3a305731,3,159.73,4.47,2,396
P-29684,Lake Josephland,Apartment,298148,5,3,602,1979,0,2022-09-16,ff8f38f5,0,299.2,3.4,2,148
P-29685,Brookefort,Apartment,675893,1,4,2174,1962,0,2022-06-06,c179d2b1,3,362.32,2.66,4,265
P-29686,New Kiara,House,796069,3,3,3313,1945,1,2024-10-21,77fb5837,1,60.62,4.79,5,530
P-29687,Sanfordburgh,Condo,974105,1,2,2953,1907,0,2023-05-07,ba63a493,5,222.88,1.66,2,70
P-29688,East Elizabethchester,House,876871,2,3,4660,1944,1,2022-12-13,50c3c22f,1,381.25,0.89,2,532
P-29689,Emilybury,Condo,288037,5,3,2958,1995,1,2022-07-24,e3cc498d,0,443.85,3.64,4,511
P-29690,Ianbury,Apartment,419859,2,4,2499,1979,1,2023-11-30,3a0847d6,5,370.79,3.81,1,256
P-29691,West Dylanfurt,Apartment,587488,1,3,659,1950,0,2024-09-27,6a2c95b8,0,116.58,2.11,2,613
P-29692,Fieldsshire,Apartment,195595,5,1,2218,1984,1,2024-03-10,de12c18d,4,280.37,3.64,5,710
P-29693,Edwardsport,House,634846,2,3,4632,1991,0,2023-12-27,1c90a46b,3,428.64,1.75,3,158
P-29694,Gilbertmouth,Apartment,696266,2,1,3400,1989,1,2024-04-26,8a914947,3,431.57,4.12,1,631
P-29695,Smithfurt,House,718419,5,1,4385,1928,1,2024-07-28,d6d8e346,4,64.75,4.09,4,264
P-29696,South Bradley,Condo,488644,1,1,2923,1969,1,2022-11-16,b670acb6,3,450.7,0.72,1,208
P-29697,Lovefort,Condo,169010,5,4,1005,2015,0,2023-06-24,f1369738,4,380.36,3.65,4,260
P-29698,West Robin,Apartment,549856,1,4,2618,1992,1,2022-09-27,e8e22198,3,111.27,2.62,5,73
P-29699,North Taramouth,Apartment,631059,2,2,714,1905,1,2024-07-15,9e7bca03,0,355.07,2.72,5,220
P-29700,Murraychester,Condo,696332,3,2,3197,1925,1,2023-10-19,41e7a6c5,0,235.6,4.44,2,178
P-29701,Joneston,Condo,159479,2,1,4482,1968,1,2024-08-24,12ca5b8b,3,315.05,4.69,4,643
P-29702,Nicholaston,Condo,381750,4,2,2815,1974,1,2024-08-13,cd46302f,0,115.98,1.22,2,154
P-29703,Martinmouth,Apartment,777825,4,1,4094,1906,1,2023-10-31,5004769b,1,372.44,4.7,1,574
P-29704,New Michael,Apartment,674761,3,2,3264,1974,0,2024-03-22,08fd8d38,4,120.01,3.5,2,90
P-29705,West Johnchester,Condo,461014,4,2,1475,1959,0,2024-09-21,ce27f14a,3,134.82,1.73,3,685
P-29706,South Christinahaven,Apartment,935416,5,3,3186,1906,0,2022-06-16,40bf33c2,2,452.5,3.6,4,643
P-29707,North Hayleyburgh,House,699138,5,3,4521,1906,0,2022-11-07,9d2eada9,0,480.53,2.91,1,660
P-29708,Batesside,Condo,933139,4,4,778,1921,1,2023-10-02,2f2d741a,2,261.29,4.92,1,473
P-29709,East Brianna,House,304155,4,1,4864,1998,0,2022-07-22,e9321ce3,0,427.84,2.02,5,326
P-29710,North Lindsey,Condo,1011610,3,3,3376,2022,1,2023-03-05,ac13672d,3,58.44,2.45,4,703
P-29711,Dixonfurt,Condo,438095,4,2,2513,1996,1,2022-09-08,6bba6628,5,291.34,2,2,562
P-29712,North Mariastad,House,582742,5,2,720,1964,1,2022-02-25,a41d35c9,5,37.37,1.99,5,24
P-29713,Schroederhaven,Apartment,498813,2,2,1090,1905,1,2024-03-07,c2f690a1,5,284.69,4.33,4,320
P-29714,Danielhaven,Apartment,702572,3,2,4461,1918,1,2024-06-20,3507314c,1,116.03,0.47,3,670
P-29715,Newmanton,Apartment,211510,5,2,2320,1956,0,2023-06-16,f9a7fe0b,1,330.89,3.92,4,551
P-29716,Rochaborough,Condo,235476,2,1,4978,1984,0,2023-07-06,56b53ce2,5,230.02,1.41,5,86
P-29717,Port Alex,Apartment,381875,5,1,3651,2015,0,2023-06-26,691f048f,3,206.45,2.28,4,262
P-29718,South Robert,Apartment,148889,5,3,4083,1959,0,2023-07-01,acbf9f45,4,51.22,0.31,5,272
P-29719,South Kayleeland,House,989943,4,3,3875,1948,1,2022-04-08,0ebb9972,1,445.19,2.31,2,393
P-29720,Randymouth,Apartment,639314,1,3,3330,1914,0,2024-01-26,204e76cc,3,39.45,0.72,1,306
P-29721,Lake Peterhaven,Condo,832768,5,4,590,1954,1,2022-01-23,d51d94eb,1,144.78,1.29,2,672
P-29722,North Ryanfort,Condo,705777,1,2,2258,1942,0,2022-04-08,3364d66a,3,189.85,1.96,1,264
P-29723,East Juantown,Condo,98663,4,3,1801,1913,0,2023-01-24,edfba4ce,5,156.25,3.08,3,41
P-29724,Rebeccatown,House,570015,4,2,3760,1929,1,2023-09-27,913bb297,3,465.87,4.4,1,329
P-29725,New Jeffrey,Apartment,828653,4,1,3901,1961,0,2023-03-29,7ec812da,5,352.16,4.83,1,233
P-29726,East Thomas,Apartment,176789,1,4,3704,1917,0,2024-01-14,44aeece7,1,188.85,3.66,4,436
P-29727,West Migueltown,Condo,570597,4,2,3971,1985,1,2024-08-05,f3e7cf3c,0,209.54,1.5,4,190
P-29728,New John,Apartment,114409,5,3,4863,1912,0,2023-08-30,a4b7216e,5,386.26,3.11,3,384
P-29729,South Heather,Apartment,995520,5,2,2682,1978,1,2022-08-29,0e8a7c15,5,469.01,2.86,3,213
P-29730,North Matthew,Apartment,521008,1,2,1659,1984,0,2022-09-18,a04c05ee,4,107.75,4.02,2,214
P-29731,Daviston,Apartment,913727,4,2,4408,1979,0,2023-11-24,cf594c8d,2,252.01,0.29,1,447
P-29732,New Saramouth,House,932463,5,3,2606,1909,0,2023-11-28,cf584e0e,3,388.79,4.61,4,43
P-29733,Bentonton,House,294039,2,4,1623,1983,1,2023-10-16,68040051,5,152.64,0.47,5,534
P-29734,Carrland,Condo,898524,1,3,3163,1935,1,2024-06-02,1051bb54,3,358.09,3.71,5,343
P-29735,Sandrahaven,Condo,870472,4,1,2678,1984,0,2023-09-22,0183ae76,3,348.62,2.47,2,311
P-29736,Maldonadoberg,House,385276,2,3,1268,1950,0,2023-07-02,938ad78a,2,84.43,3.69,1,18
P-29737,West Christopher,Apartment,229498,2,3,1221,1957,0,2022-03-26,68dc56aa,1,428.62,0.8,4,685
P-29738,Martinchester,Condo,958269,5,4,1804,1958,0,2023-12-07,d5d47bd8,5,168.46,1.04,5,174
P-29739,East Annmouth,Condo,848331,4,2,804,1993,0,2024-02-08,6f79024d,3,60.05,2.72,4,330
P-29740,Nelsonberg,Condo,188522,2,3,2783,1942,0,2023-09-17,e34aba97,5,200.89,2.87,4,492
P-29741,South Michellemouth,Condo,778381,4,3,1236,1944,1,2021-12-01,a0d0331a,5,322.87,4.19,2,367
P-29742,Lake Katherine,House,900825,1,4,3114,1960,0,2022-05-27,0a00e5ce,0,326.01,3.81,1,404
P-29743,North Ambertown,Apartment,579984,2,1,4789,1969,0,2024-09-16,6fa66c78,1,457.11,0.47,3,504
P-29744,Matthewhaven,House,925083,2,2,3075,1914,0,2022-12-11,e560b457,5,423.78,1.81,4,709
P-29745,South Jacobshire,House,979515,5,4,1401,1915,0,2023-07-01,1ece654c,2,429.66,2.41,2,314
P-29746,East Suzanneshire,Condo,155605,3,4,4441,1967,1,2022-07-07,e9403add,1,287.88,2.33,4,716
P-29747,Lake Amanda,Apartment,956213,3,3,1073,2000,1,2024-07-10,0c6d4834,1,288.47,0.64,5,324
P-29748,Lake Alexis,Apartment,943971,5,2,4944,1914,1,2022-11-01,e02a26e7,3,56.85,1.84,1,240
P-29749,Johnside,Condo,701585,5,1,4228,1985,1,2022-10-13,fb90be1b,3,492.98,0.14,1,339
P-29750,Port Joanna,House,698645,3,1,4122,1902,1,2022-03-18,acb6377c,1,483.38,4.08,2,280
P-29751,South Mary,Condo,500818,2,3,4838,1957,0,2023-12-11,3b4f1947,1,302.99,4.9,5,290
P-29752,Perrymouth,Apartment,809559,1,3,4474,2019,0,2023-09-11,1304aee4,4,477.43,3.08,2,569
P-29753,Grahamside,Condo,411382,2,3,4596,1995,1,2022-10-13,d7da709d,5,66.38,4.24,1,250
P-29754,North Sheilaville,House,618596,5,2,3159,1967,0,2024-02-07,ab719aee,3,485.56,3.68,4,381
P-29755,Port Charles,House,482173,5,1,1642,2020,1,2022-08-14,3b26f06d,0,446.12,3.44,4,544
P-29756,Sherryview,Condo,616144,3,4,2886,2009,1,2023-05-25,8c0e55b7,0,20.58,1.62,3,455
P-29757,North Darleneland,Condo,515211,1,4,4012,1993,1,2023-01-10,b395c752,2,22.34,4.85,1,642
P-29758,Kathrynton,Apartment,909883,3,3,2284,1900,1,2024-06-16,81f68bf6,2,131.39,3.93,2,129
P-29759,East Jasonmouth,House,389763,5,4,3250,1909,0,2022-09-22,d9d24d62,1,25.61,1.51,3,519
P-29760,Harrelltown,Apartment,598930,2,4,3303,1981,1,2023-10-31,5b1f362b,3,431.97,0.7,4,209
P-29761,Kimberlyville,Condo,767887,5,1,4474,1964,1,2022-12-23,5f9dcdb7,5,459.97,3.59,4,163
P-29762,East Jessicastad,House,248515,5,1,3077,1926,1,2022-07-10,50d13367,2,373.97,4,5,722
P-29763,Tiffanyview,House,849627,4,2,2229,1940,0,2022-05-28,9a809a39,5,205.5,1.58,1,344
P-29764,East Juan,House,408570,4,4,1785,1909,0,2023-03-14,ed5e5e77,1,275.01,4.88,5,433
P-29765,East Jennifer,Apartment,867367,3,4,1164,1974,1,2024-07-16,d0eac01c,1,456.38,2.3,2,144
P-29766,South Larryberg,Condo,602404,5,4,2748,2000,0,2023-09-25,86fee961,4,472.05,1.08,3,606
P-29767,South Stefanieview,House,298215,5,2,3280,1921,1,2024-01-13,c69c66db,4,322.65,0.62,3,576
P-29768,Johnsonshire,Apartment,903080,4,4,4583,1984,1,2022-02-09,f7e3c0c9,3,105.9,0.68,5,424
P-29769,Davidshire,Condo,480245,5,2,2310,1983,1,2022-06-03,8eaa117d,0,232.08,2.56,5,567
P-29770,South Bradley,Apartment,875682,1,4,1337,1977,1,2022-05-10,82ae4584,1,45.77,3.55,1,248
P-29771,Raymondport,Condo,448534,3,2,570,1986,1,2022-11-30,395ba403,4,210.6,1.34,1,346
P-29772,North Taylor,Condo,500037,5,2,1316,1961,1,2023-07-19,398e4c80,3,328.26,4.25,1,258
P-29773,Bakerchester,Apartment,703894,3,2,2265,1952,0,2023-03-22,9fb9b15d,5,118.31,3.09,4,209
P-29774,Yvetteside,Apartment,746989,5,4,994,1917,0,2024-10-27,d754112c,5,409.36,4.81,4,204
P-29775,New Lauren,Apartment,541260,3,4,1063,1903,0,2022-05-23,a6e2ed1f,3,344.92,3.81,3,620
P-29776,New Johnshire,Apartment,900234,3,4,777,1930,0,2024-03-03,7a0f4f52,4,358.48,1.22,5,449
P-29777,Port Jamesland,House,819547,3,3,2199,1968,1,2023-11-09,dca9b727,0,305.06,1.25,3,81
P-29778,West Julieburgh,Apartment,144393,4,3,4513,1986,0,2022-10-30,458fe74f,4,113.25,3.47,5,644
P-29779,Lake Heidifort,Condo,817826,3,4,3462,2014,1,2024-07-29,5f28d081,4,101.88,1.03,4,112
P-29780,Lake David,Condo,726617,1,1,2257,1935,0,2023-07-30,652d6a93,1,253.96,3.75,2,507
P-29781,Thompsonmouth,Apartment,466084,1,2,1453,1940,0,2023-03-19,60ae9ad3,3,199.21,0.57,4,60
P-29782,Port Dana,Apartment,585543,3,4,2565,1913,0,2024-06-28,9a8257e1,4,369.3,4.39,2,80
P-29783,South Patricia,Condo,400238,1,3,3147,1933,1,2024-11-13,3243ea08,4,341.66,3.01,1,365
P-29784,Rodriguezstad,House,361250,2,1,539,2022,1,2024-03-06,48b54393,3,279.4,1.6,5,611
P-29785,New Amystad,House,833078,1,3,3992,1913,1,2023-06-15,e1f96df1,5,472.15,4.15,3,114
P-29786,Lamchester,Apartment,225673,5,4,3639,1908,1,2023-03-10,97083ba7,3,351.24,3.2,5,253
P-29787,Lake Ruthland,House,923734,3,3,1163,1945,0,2022-08-29,33b77ffa,1,100.37,2.69,3,219
P-29788,Port Jessica,Apartment,256284,4,1,880,1969,0,2022-11-30,96b9631d,1,143.87,1.16,5,219
P-29789,Shaneborough,Condo,145510,1,3,3625,1906,1,2022-03-26,80abe986,0,478.81,3.37,5,339
P-29790,Chenport,House,861236,3,2,734,1916,0,2024-03-05,5f4ea395,3,110.38,3.46,3,140
P-29791,West Taylor,Apartment,918296,2,4,3778,1983,1,2022-01-06,5f69f931,1,496.86,0.42,2,608
P-29792,Perryport,House,119241,3,2,4247,1928,0,2024-07-30,b62183fd,4,331.53,1.49,1,729
P-29793,New Kristine,House,863749,1,4,577,1961,1,2022-08-14,46b704c2,5,60.46,1.59,4,219
P-29794,Port Kelly,Apartment,191651,3,1,552,1971,1,2023-05-05,3a4c5113,3,262.96,4.69,1,183
P-29795,New Lynn,Apartment,171126,4,2,3448,1989,1,2023-11-15,8c00b8ae,4,56.47,3.39,4,607
